date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2020-12-14,32.07,32.07,32.07,32.07,31.5204350622,0,0.0000,1.0
2020-12-11,32.13,32.13,32.13,32.13,31.5794068771,0,0.0000,1.0
2020-12-10,32.2,32.2,32.2,32.2,31.6482073278,0,0.0000,1.0
2020-12-09,32.13,32.13,32.13,32.13,31.5794068771,0,0.0000,1.0
2020-12-08,32.32,32.32,32.32,32.32,31.7661509576,0,0.0000,1.0
2020-12-07,32.22,32.22,32.22,32.22,31.6678645995,0,0.0000,1.0
2020-12-04,32.3,32.3,32.3,32.3,31.746493686,0,0.0000,1.0
2020-12-03,31.99,31.99,31.99,31.99,31.4418059757,0,0.0000,1.0
2020-12-02,31.92,31.92,31.92,31.92,31.373005525,0,0.0000,1.0
2020-12-01,31.86,31.86,31.86,31.86,31.3140337101,0,0.0000,1.0
2020-11-30,31.43,31.43,31.43,31.43,30.89140237,0,0.0000,1.0
2020-11-27,31.78,31.78,31.78,31.78,31.2354046236,0,0.0000,1.0
2020-11-25,31.6,31.6,31.6,31.6,31.0584891789,0,0.0000,1.0
2020-11-24,31.66,31.66,31.66,31.66,31.1174609938,0,0.0000,1.0
2020-11-23,31.19,31.19,31.19,31.19,30.6555151104,0,0.0000,1.0
2020-11-20,31.02,31.02,31.02,31.02,30.4884283015,0,0.0000,1.0
2020-11-19,31.08,31.08,31.08,31.08,30.5474001164,0,0.0000,1.0
2020-11-18,30.93,30.93,30.93,30.93,30.3999705792,0,0.0000,1.0
2020-11-17,31.14,31.14,31.14,31.14,30.6063719313,0,0.0000,1.0
2020-11-16,31.19,31.19,31.19,31.19,30.6555151104,0,0.0000,1.0
2020-11-13,30.81,30.81,30.81,30.81,30.2820269494,0,0.0000,1.0
2020-11-12,30.44,30.44,30.44,30.44,29.9183674242,0,0.0000,1.0
2020-11-11,30.74,30.74,30.74,30.74,30.2132264987,0,0.0000,1.0
2020-11-10,30.49,30.49,30.49,30.49,29.9675106033,0,0.0000,1.0
2020-11-09,30.44,30.44,30.44,30.44,29.9183674242,0,0.0000,1.0
2020-11-06,30.04,30.04,30.04,30.04,29.5252219916,0,0.0000,1.0
